mmc_code,name,generic_name,mmc_type,price_low,price_high,as_of,search_category,matched_terms
0430020022,CT CALCIUM SCORING,,RADIO CT,12500,25400,"March 06, 2026",blood_test,CALCIUM
0430020127,CT CHEST W/O CONTRAST (ILD PROTOCOL),,RADIO CT,18200,22800,"March 06, 2026",radiologic,CONTRAST
0430020110,CT GUIDED ABSCESS DRAINAGE PACKAGE,,RADIO CT,71100,93500,"October 01, 2025",blood_test,PACKAGE
0430020111,CT GUIDED BIOPSY (SPECIFIC ORGAN) PACKAGE,,RADIO CT,46700,68800,"October 01, 2025",blood_test,PACKAGE;BIOPSY
0430020112,CT GUIDED DRAINAGE PROCEDURES PARACENTESIS PACKAGE,,RADIO CT,37200,58750,"October 01, 2025",blood_test,PACKAGE
0430020113,CT GUIDED DRAINAGE PROCEDURES THORACENTESIS PACKAGE,,RADIO CT,37700,62250,"October 01, 2025",blood_test,PACKAGE
0430020114,CT GUIDED KIDNEY BIOPSY PACKAGE,,RADIO CT,57500,149500,"October 01, 2025",blood_test,PACKAGE;BIOPSY
0430020108,CT GUIDED LIVER BIOPSY PACKAGE,,RADIO CT,60000,190000,"October 01, 2025",blood_test,PACKAGE;BIOPSY
0430020115,CT GUIDED NEPHROSTOMY TUBE INSERTION PACKAGE,,RADIO CT,116500,142000,"October 01, 2025",blood_test,PACKAGE
0430020109,CT GUIDED PIGTAIL INSERTION PACKAGE,,RADIO CT,75500,115000,"October 01, 2025",blood_test,PACKAGE
0430020085,CT VIRTUAL COLONOSCOPY,,RADIO CT,15600,30500,"March 06, 2026",procedure,COLONOSCOPY
0430020122,CT WHOLE BODY PACKAGE,,RADIO CT,49460,96200,"September 06, 2025",blood_test,PACKAGE
0430020123,LUNG OR MEDIASTINAL MASS CORE BIOPSY PACKAGE,,RADIO CT,64700,79800,"October 01, 2025",blood_test,PACKAGE;BIOPSY
0430020125,STEROID INJECTION CESI CERVICAL CT GUIDED OP PACKAGE,,RADIO CT,63200,85500,"October 01, 2025",blood_test,PACKAGE
0430020126,STEROID INJECTION LESI NERVE BLOCK PACKAGE,,RADIO CT,52500,65000,"October 01, 2025",blood_test,PACKAGE
0430010082,ANGIOGRAM PACKAGE,,RADIO DIAGNOSTICS,202000,232000,"October 20, 2025",radiologic,ANGIOGRAM;PACKAGE
0430010083,ANKLE MORTISE & FOOT ER PACKAGE,,RADIO DIAGNOSTICS,4180,6756,"October 20, 2025",blood_test,PACKAGE
0430010084,ARTHROGRAM UPPER EXTREMITIES PACKAGE,,RADIO DIAGNOSTICS,38500,55000,"October 20, 2025",blood_test,PACKAGE
0430010085,CEREBRAL ANGIOGRAM PACKAGE,,RADIO DIAGNOSTICS,147000,174000,"October 20, 2025",radiologic,ANGIOGRAM;PACKAGE
0430010107,CHEST FLUOROSCOPY LUNG,,RADIO DIAGNOSTICS,1350,5700,"March 06, 2026",radiologic,FLUOROSCOPY
0430010013,CHOLANGIOGRAM OPERATIVE,,RADIO DIAGNOSTICS,4000,9700,"March 06, 2026",radiologic,ANGIOGRAM
0430010086,CHOLECYSTOSTOMY TUBE INSERTION PACKAGE,,RADIO DIAGNOSTICS,132500,158000,"October 20, 2025",blood_test,PACKAGE
0430010088,DISCOGRAM/MYELOGRAM PACKAGE,,RADIO DIAGNOSTICS,45000,53500,"October 20, 2025",blood_test,PACKAGE
0430010090,FLUROSOCOPY GUIDED NEPHROSTOMY TUBE INSERTION PACKAGE,,RADIO DIAGNOSTICS,117000,142500,"October 20, 2025",blood_test,PACKAGE
0430010091,INTRAVENOUS PYELOGRAM (IVP) PACKAGE,,RADIO DIAGNOSTICS,12870,13370,"April 05, 2024",blood_test,PACKAGE
0430010092,IVC FILTER INSERTION PACKAGE,,RADIO DIAGNOSTICS,218675,262775,"April 05, 2024",blood_test,PACKAGE
0430010093,MAPPING ANGIOGRAM PACKAGE,,RADIO DIAGNOSTICS,269075,339950,"April 05, 2024",radiologic,ANGIOGRAM;PACKAGE
0430010094,PASSPORT CHANGE / INSERTION PACKAGE,,RADIO DIAGNOSTICS,108580,152235,"April 05, 2024",blood_test,PACKAGE
0430010095,PERCUTANEOUS TRANSHEPATIC BILIARY DRAINAGE (PTBD) PACKAGE,,RADIO DIAGNOSTICS,128155,154990,"April 05, 2024",blood_test,PACKAGE
0430010096,PERIPHERALLY INSERTED CENTRAL CATHETER PACKAGE,,RADIO DIAGNOSTICS,74950,104945,"April 05, 2024",blood_test,PACKAGE
0430010101,STEROID INJECTION 1 HIP PACKAGE,,RADIO DIAGNOSTICS,38720,83580,"October 21, 2023",blood_test,PACKAGE
0430010075,T-TUBE CHOLANGIOGRAM,,RADIO DIAGNOSTICS,13600,28800,"March 06, 2026",radiologic,ANGIOGRAM
0430010102,T-TUBE CHOLANGIOGRAM PACKAGE,,RADIO DIAGNOSTICS,15060,18560,"April 05, 2024",radiologic,ANGIOGRAM;PACKAGE
0430010103,TUBE CHANGE PTBD NEPHROSTOMY CHOLECYSTOSTOMY PACKAGE,,RADIO DIAGNOSTICS,74510,104505,"April 05, 2024",blood_test,PACKAGE
0430010104,VOIDING CYSTOURETHROGRAM PEDIATRICS PACKAGE,,RADIO DIAGNOSTICS,12530,13030,"April 05, 2024",blood_test,PACKAGE
0430020104,CHANGE OF DRESSING PACKAGE,,RADIO INTERVENTION,1600,1600,"March 03, 2026",blood_test,PACKAGE
0430020124,MICROWAVE ABLATION PACKAGE,,RADIO INTERVENTION,290600,380900,"March 03, 2026",blood_test,PACKAGE
0430010097,PIGTAIL REMOVAL PACKAGE,,RADIO INTERVENTION,3200,3200,"March 03, 2026",blood_test,PACKAGE
0430010098,RADIOFREQUENCY ABLATION PACKAGE,,RADIO INTERVENTION,172755,216965,"March 03, 2026",blood_test,PACKAGE
0430010099,SCLEROTHERAPY IMAGE GUIDED PACKAGE,,RADIO INTERVENTION,101500,127000,"March 03, 2026",blood_test,PACKAGE
0430010100,SEDATION PROCEDURE ADULT / PEDIATRICS PACKAGE,,RADIO INTERVENTION,25500,35600,"March 03, 2026",blood_test,PACKAGE
0430050013,USE OF CT SCAN IR ROOM,,RADIO INTERVENTION,10200,12800,"March 03, 2026",radiologic,CT SCAN
0430050009,USE OF FLUOROSCOPY IR ROOM,,RADIO INTERVENTION,7400,9300,"March 03, 2026",radiologic,FLUOROSCOPY
0430050015,USE OF PET CT ROOM,,RADIO INTERVENTION,950,7900,"March 03, 2026",radiologic,PET
0430050014,USE OF ULTRASOUND IR ROOM,,RADIO INTERVENTION,5000,6300,"March 03, 2026",radiologic,ULTRASOUND
0430050001,18F PSMA - PET CT SCAN W/ AND W/O CONTRAST,,RADIO PET IMAGING,113000,170000,"March 04, 2026",radiologic,CT SCAN;PET;CONTRAST
0430050008,ADDITIONAL USE OF PET-CT ROOM (IN EXCESS OF 1 HR),,RADIO PET IMAGING,6300,7900,"March 04, 2026",radiologic,PET
0430050024,AMYLOID PET/CT PATIENT VALUE SCHEDULE,,RADIO PET IMAGING,137500,185000,"June 03, 2026",radiologic,PET
0430050023,AMYLOID PET/CT PRIORITY,,RADIO PET IMAGING,185500,245000,"June 03, 2026",radiologic,PET
0430050022,BRAIN 18F-FDG PET/CT,,RADIO PET IMAGING,63400,86500,"June 03, 2026",radiologic,PET
0430050002,FLUORODEOXYGLUCOSE (FDG),,RADIO PET IMAGING,23100,28900,"March 04, 2026",blood_test,GLUCOSE
0430050006,IMAGING SERVICES - PET,,RADIO PET IMAGING,27300,34200,"March 04, 2026",radiologic,PET
0430050003,PET CT SCAN W/ AND W/O CONTRAST,,RADIO PET IMAGING,75500,102200,"March 04, 2026",radiologic,CT SCAN;PET;CONTRAST
0430050021,PET-CT CARDIAC VIABILITY,,RADIO PET IMAGING,69500,86900,"April 24, 2026",radiologic,PET
0430050004,PET/CT RE-READING FEE,,RADIO PET IMAGING,16300,20400,"March 04, 2026",radiologic,PET
0430040001,ABCESS DRAINAGE ULTRASOUND GUIDED,,RADIO ULTRASOUND,2780,8000,"March 04, 2026",radiologic,ULTRASOUND
0430040004,AORTO-ILIAC ARTERIES COLOR DOPPLER,,RADIO ULTRASOUND,11500,24200,"March 04, 2026",radiologic,DOPPLER
0430040008,AV FISTULA/GORTEX GRAFT COLOR DOPPLER,,RADIO ULTRASOUND,10000,22300,"March 04, 2026",radiologic,DOPPLER
0430040016,FINE NEEDLE ASPIRATION BIOPSY ULTRASOUND GUIDED,,RADIO ULTRASOUND,4100,9700,"March 04, 2026",radiologic,ULTRASOUND;BIOPSY
0430040088,HEPATOBILIARY TREE (LGPS) W/ FIBROSCAN PACKAGE,,RADIO ULTRASOUND,5570,15300,"March 04, 2026",blood_test,PACKAGE
0430040099,HEPATOBILIARY TREE (LGPS) W/ UGAP PACKAGE,,RADIO ULTRASOUND,4700,8400,"March 04, 2026",blood_test,PACKAGE
0430040096,KIDNEY BIOPSY ULTRASOUND GUIDED,,RADIO ULTRASOUND,2860,8100,"March 04, 2026",radiologic,ULTRASOUND;BIOPSY
0430040107,KIDNEYS COLOR DOPPLER,,RADIO ULTRASOUND,5270,11700,"March 04, 2026",radiologic,DOPPLER
0430040089,LIVER WITH FIBROSCAN PACKAGE,,RADIO ULTRASOUND,5890,15000,"March 04, 2026",blood_test,PACKAGE
0430040100,LIVER WITH UGAP PACKAGE,,RADIO ULTRASOUND,4600,8200,"March 04, 2026",blood_test,PACKAGE
0430040041,MASS ULTRASOUND COLOR DOPPLER,,RADIO ULTRASOUND,6900,17100,"March 04, 2026",radiologic,ULTRASOUND;DOPPLER
0430040052,PARACENTESIS ULTRASOUND GUIDED PROCEDURE,,RADIO ULTRASOUND,4100,9700,"March 04, 2026",radiologic,ULTRASOUND
0430040058,PIGTAIL INSERTION ULTRASOUND GUIDED PROCEDURE,,RADIO ULTRASOUND,3960,9500,"March 04, 2026",radiologic,ULTRASOUND
0430040072,THORACENTESIS ULTRASOUND GUIDED PROCEDURE,,RADIO ULTRASOUND,4100,9700,"March 04, 2026",radiologic,ULTRASOUND
0430040073,THYROID,,RADIO ULTRASOUND,3870,9700,"March 04, 2026",blood_test,THYROID
0430040081,THYROID MICROWAVE ABLATION PACKAGE,,RADIO ULTRASOUND,192950,211850,"March 04, 2026",blood_test,THYROID;PACKAGE
0430040097,TRANSPLANTED LIVER DOPPLER,,RADIO ULTRASOUND,10000,21400,"March 04, 2026",radiologic,DOPPLER
0430040082,ULTRASOUND GUIDED ABSCESS DRAINAGE PACKAGE,,RADIO ULTRASOUND,67500,96000,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE
0430040098,ULTRASOUND GUIDED ATTENUATION PARAMETER (UGAP),,RADIO ULTRASOUND,3600,7400,"March 04, 2026",radiologic,ULTRASOUND
0430040101,ULTRASOUND GUIDED BIOPSY PROCEDURE (SPECIFIC ORGAN) PACKAGE,,RADIO ULTRASOUND,63500,93000,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE;BIOPSY
0430040102,ULTRASOUND GUIDED DRAINAGE (PARACENTESIS) PACKAGE,,RADIO ULTRASOUND,34200,62250,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE
0430040103,ULTRASOUND GUIDED DRAINAGE (THORACENTESIS) PACKAGE,,RADIO ULTRASOUND,34500,61750,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE
0430040083,ULTRASOUND GUIDED DRAINAGE PACKAGE,,RADIO ULTRASOUND,46000,78000,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE
0430040093,ULTRASOUND GUIDED FINE NEEDLE ASPIRATION BIOPSY PACKAGE,,RADIO ULTRASOUND,20500,26000,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE;BIOPSY
0430040094,ULTRASOUND GUIDED KIDNEY BIOPSY FOR NEPHRO PACKAGE,,RADIO ULTRASOUND,34500,37000,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE;BIOPSY
0430040084,ULTRASOUND GUIDED KIDNEY BIOPSY PACKAGE,,RADIO ULTRASOUND,33990,145000,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE;BIOPSY
0430040085,ULTRASOUND GUIDED LIVER BIOPSY PACKAGE,,RADIO ULTRASOUND,63500,145000,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE;BIOPSY
0430040086,ULTRASOUND GUIDED PIGTAIL INSERTION PACKAGE,,RADIO ULTRASOUND,73000,100000,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE
0430040090,ULTRASOUND GUIDED PIGTAIL INSERTION SINGLE STEP PACKAGE,,RADIO ULTRASOUND,50700,85500,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE
0430040074,ULTRASOUND GUIDED PIGTAIL INSERTION SINGLE STEP SIMPLE,,RADIO ULTRASOUND,45700,57200,"March 04, 2026",radiologic,ULTRASOUND
0430040087,ULTRASOUND GUIDED PROSTATE BIOPSY GUIDE FOR URO PACKAGE,,RADIO ULTRASOUND,26000,38500,"March 04, 2026",radiologic,ULTRASOUND;PACKAGE;BIOPSY
0430040091,UPPER ABDOMEN WITH FIBROSCAN PACKAGE,,RADIO ULTRASOUND,7290,17500,"March 04, 2026",blood_test,PACKAGE
0430040104,UPPER ABDOMEN WITH UGAP PACKAGE,,RADIO ULTRASOUND,5100,12800,"March 04, 2026",blood_test,PACKAGE
0430040092,WHOLE ABDOMEN WITH FIBROSCAN PACKAGE,,RADIO ULTRASOUND,8370,18700,"March 04, 2026",blood_test,PACKAGE
0430040105,WHOLE ABDOMEN WITH UGAP PACKAGE,,RADIO ULTRASOUND,5300,13100,"March 04, 2026",blood_test,PACKAGE
18040001,HEMODIALYSIS PACKAGE,,RENAL CARE SERVICES,16500,33500,"January 27, 2022",blood_test,PACKAGE
18040002,RENAL PACKAGE,,RENAL CARE SERVICES,5460,20860,"January 27, 2022",blood_test,PACKAGE
02010009,CARDIOVASCULAR ICU,,ROOM AND BOARD,9900,9900,"October 20, 2023",facility,ICU
02010012,ICU SURGICAL/MEDICAL/NEURO,,ROOM AND BOARD,9900,9900,"October 20, 2023",facility,ICU
2010013,ISOLATION PRIVATE,,ROOM AND BOARD,10900,10900,"August 05, 2022",facility,ISOLATION
02010014,NEONATAL ICU,,ROOM AND BOARD,5470,5470,"October 20, 2023",facility,ICU
02010016,NEURO-PSYCHIATRY WARD,,ROOM AND BOARD,4900,4900,"October 20, 2023",facility,WARD
02010018,NICU ISOLATION,,ROOM AND BOARD,5470,5470,"October 20, 2023",facility,ISOLATION;ICU
02010022,OB ROOM WARD,,ROOM AND BOARD,1810,1810,"October 20, 2023",facility,WARD
02010023,PICU COMMON,,ROOM AND BOARD,7870,7870,"October 20, 2023",facility,ICU
02010024,PICU SOLO,,ROOM AND BOARD,8870,8870,"October 20, 2023",facility,ICU
02010007,PRESIDENTIAL SUITE,,ROOM AND BOARD,37200,37200,"October 20, 2023",facility,SUITE
02010006,REGULAR SUITE,,ROOM AND BOARD,21800,21800,"October 20, 2023",facility,SUITE
02010001,WARD,,ROOM AND BOARD,1810,1810,"October 20, 2023",facility,WARD
04550697,ACNE CLEAR - 585 JETLIGHT 1 - 3 SESSIONS PACKAGE OUP,,SKIN & LASER,13130,37800,"July 15, 2021",blood_test,PACKAGE
04550698,ACNE CLEAR - JET STARLIGHT 1 - 3 SESSIONS PACKAGE OUP,,SKIN & LASER,18380,55130,"July 15, 2021",blood_test,PACKAGE
04550699,ACNE CLEAR - JET TREATMENT (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,13130,13130,"August 25, 2021",blood_test,PACKAGE
04550700,ACNE CLEAR - STARJET BEAMLIGHT 1 - 3 SESSIONS PACKAGE OUP,,SKIN & LASER,29400,87680,"July 15, 2021",blood_test,PACKAGE
04550701,AGELESS LIFT - LEGEND LIGHT 1 - 3 SESSIONS PACKAGE OUP,,SKIN & LASER,9450,28350,"July 15, 2021",blood_test,PACKAGE
04550702,AGELESS LIFT - SYGMA LIGHT 1 - 3 SESSIONS PACKAGE OUP,,SKIN & LASER,16280,48830,"July 15, 2021",blood_test,PACKAGE
04550703,AGELESS LIFT - SYGMA OXYLIGHT 1 - 3 SESSIONS PACKAGE OUP,,SKIN & LASER,22580,67730,"July 15, 2021",blood_test,PACKAGE
04550704,ARMS UP DEOWHITE (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,22050,25730,"July 15, 2021",blood_test,PACKAGE
04550705,BODY CONTOUR & SCULPT - CAVITALEGEND 1 - 3 SESSIONS PACKAGE OUP,,SKIN & LASER,10500,30980,"July 15, 2021",blood_test,PACKAGE
04550706,BODY CONTOURING / SCULPTING 3 SESSIONS OUP PACKAGE - ABDOMEN/ARMS/ BACK/BRA/ BUTTOCKS/ CALVES/HIPS/ THIGHS,,SKIN & LASER,13400,13400,"August 25, 2021",blood_test,PACKAGE
04550760,BODY CONTOURING/SCULPTING - ABDOMEN PROMO (5+1) OUP PACKAGE,,SKIN & LASER,18200,18200,"August 25, 2021",blood_test,PACKAGE
04550761,BODY CONTOURING/SCULPTING - ARMS PROMO (5+1) OUP PACKAGE,,SKIN & LASER,18200,18200,"August 25, 2021",blood_test,PACKAGE
04550762,BODY CONTOURING/SCULPTING - BACK PROMO (5+1) OUP PACKAGE,,SKIN & LASER,18200,18200,"August 25, 2021",blood_test,PACKAGE
04550763,BODY CONTOURING/SCULPTING - BRA LINE PROMO (5+1) OUP PACKAGE,,SKIN & LASER,18200,18200,"August 25, 2021",blood_test,PACKAGE
04550764,BODY CONTOURING/SCULPTING - BUTTOCKS PROMO (5+1) OUP PACKAGE,,SKIN & LASER,18200,18200,"August 25, 2021",blood_test,PACKAGE
04550765,BODY CONTOURING/SCULPTING - CALVES PROMO (5+1) OUP PACKAGE,,SKIN & LASER,18200,18200,"August 25, 2021",blood_test,PACKAGE
04550766,BODY CONTOURING/SCULPTING - HIPS PROMO (5+1) OUP PACKAGE,,SKIN & LASER,18200,18200,"August 25, 2021",blood_test,PACKAGE
04550767,BODY CONTOURING/SCULPTING - THIGHS PROMO (5+1) OUP PACKAGE,,SKIN & LASER,18200,18200,"August 25, 2021",blood_test,PACKAGE
04550707,BRIGHT EYES - 585 PIGMENT (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,25730,25730,"August 25, 2021",blood_test,PACKAGE
04550708,BRIGHT EYES - STAR (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,18900,28350,"July 15, 2021",blood_test,PACKAGE
04550709,DOUBLE LIFT EYES PACKAGE OUP,,SKIN & LASER,33294,33294,"August 25, 2021",blood_test,PACKAGE
04550710,DOUBLE LIFT FACE & NECK PACKAGE OUP,,SKIN & LASER,67844,67844,"August 25, 2021",blood_test,PACKAGE
04550711,DOUBLE LIFT FACE PACKAGE OUP,,SKIN & LASER,51064,51064,"August 25, 2021",blood_test,PACKAGE
04550712,DOUBLE LIFT NECK PACKAGE OUP,,SKIN & LASER,46520,46520,"August 25, 2021",blood_test,PACKAGE
04550713,ETHEREAL FACE - INTRALIFT (1 - 3 SESSIONS) PACKAGE OUP,,SKIN & LASER,39380,116500,"July 15, 2021",blood_test,PACKAGE
04550714,ETHEREAL FACE - LEGELIFT (1 - 3 SESSIONS) PACKAGE OUP,,SKIN & LASER,19950,60380,"July 15, 2021",blood_test,PACKAGE
04550715,ETHEREAL FACE - POLALIFT (1 - 3 SESSIONS) PACKAGE OUP,,SKIN & LASER,20480,60900,"July 15, 2021",blood_test,PACKAGE
04550716,FAIRY BRIGHT - OXY POLALIGHT (1 - 3 SESSIONS) PACKAGE OUP,,SKIN & LASER,16280,48300,"July 15, 2021",blood_test,PACKAGE
04550717,FAIRY BRIGHT - OXY STARLIGHT (1 - 3 SESSIONS) PACKAGE OUP,,SKIN & LASER,25200,75600,"July 15, 2021",blood_test,PACKAGE
04550718,HAIR REDUCTION 3 SESSIONS OUP PACKAGE - CHIN/EARS/ FINGERS/KNEES/ TOES/ UNDERARMS/ UPPER LIP,,SKIN & LASER,13000,18250,"July 15, 2021",blood_test,PACKAGE
04550719,LIFT & FIRM - DOUBLE CHIN (2-3 SESSIONS) OUP PACKAGE,,SKIN & LASER,22050,32030,"July 15, 2021",blood_test,PACKAGE
04550720,LIFT & FIRM - EYE AREA (2-3 SESSIONS) OUP PACKAGE,,SKIN & LASER,20270,29250,"July 15, 2021",blood_test,PACKAGE
04550721,LIFT & FIRM - FACE & NECK (2-3 SESSIONS) OUP PACKAGE,,SKIN & LASER,38220,56180,"July 15, 2021",blood_test,PACKAGE
04550722,LIFT & FIRM - FACE (2-3 SESSIONS) OUP PACKAGE,,SKIN & LASER,26250,38220,"July 15, 2021",blood_test,PACKAGE
04550723,LIFT & FIRM - NECK (2-3 SESSIONS) OUP PACKAGE,,SKIN & LASER,22050,32030,"July 15, 2021",blood_test,PACKAGE
04550724,PERFECT WHITE - BODY BRIGHT ABDOMEN (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,48300,48300,"August 25, 2021",blood_test,PACKAGE
04550725,PERFECT WHITE - BODY BRIGHT BUTTOCKS (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,28350,28350,"August 25, 2021",blood_test,PACKAGE
04550726,PERFECT WHITE - BODY BRIGHT DECOLLETAGE (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,48300,48300,"August 25, 2021",blood_test,PACKAGE
04550727,PERFECT WHITE - BODY BRIGHT ELBOWS (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,18900,18900,"August 25, 2021",blood_test,PACKAGE
04550728,PERFECT WHITE - BODY BRIGHT FULL ARMS/HALF ARM (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,48300,56700,"July 15, 2021",blood_test,PACKAGE
04550729,PERFECT WHITE - BODY BRIGHT FULL/HALF BACK (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,48300,56700,"July 15, 2021",blood_test,PACKAGE
04550730,PERFECT WHITE - BODY BRIGHT FULL/HALF LEGS (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,48300,76650,"July 15, 2021",blood_test,PACKAGE
04550731,PERFECT WHITE - BODY BRIGHT INNER THIGHS (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,28350,28350,"August 25, 2021",blood_test,PACKAGE
04550732,PERFECT WHITE - BODY BRIGHT KNEES (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,18900,18900,"August 25, 2021",blood_test,PACKAGE
04550733,PERFECT WHITE - BODY BRIGHT NAPE (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,18900,18900,"August 25, 2021",blood_test,PACKAGE
04550734,PERFECT WHITE - BODY BRIGHT NECK (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,18900,18900,"August 25, 2021",blood_test,PACKAGE
04550735,PERFECT WHITE - BODY BRIGHTFULL CHEST (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,56700,56700,"August 25, 2021",blood_test,PACKAGE
04550736,RENEW YOU - OXYTERA (1 - 3 SESSIONS) PACKAGE OUP,,SKIN & LASER,14700,43580,"July 15, 2021",blood_test,PACKAGE
04550737,RENEW YOU - OXYTERA LIGHT (1 - 3 SESSIONS) PACKAGE OUP,,SKIN & LASER,17330,52500,"July 15, 2021",blood_test,PACKAGE
04550738,SCAR AWAY - OXY ACULIGHT (1 - 3 SESSIONS) PACKAGE OUP,,SKIN & LASER,19950,59330,"July 15, 2021",blood_test,PACKAGE
04550739,SCAR AWAY - OXY REJULIGHT (1 - 3 SESSIONS) PACKAGE OUP,,SKIN & LASER,23630,70880,"July 15, 2021",blood_test,PACKAGE
04550740,SCAR AWAY - OXY SKINLIGHT (1 - 3 SESSIONS) PACKAGE OUP,,SKIN & LASER,17330,51450,"July 15, 2021",blood_test,PACKAGE
04550741,SKIN FIRM - DECOLLETAGE (3 - 6 SESSIONS) OUP PACKAGE,,SKIN & LASER,8350,36310,"July 15, 2021",blood_test,PACKAGE
04550742,SKIN FIRM - FACE & NECK (1 - 6 SESSIONS) PACKAGE OUP,,SKIN & LASER,10865,45070,"July 15, 2021",blood_test,PACKAGE
04550743,SKIN FIRM - FACE (3 - 6 SESSIONS) PACKAGE OUP,,SKIN & LASER,8560,36520,"July 15, 2021",blood_test,PACKAGE
04550744,SKIN FIRM - FEET (1 - 6 SESSIONS) PACKAGE OUP,,SKIN & LASER,8350,36310,"July 15, 2021",blood_test,PACKAGE
04550745,SKIN FIRM - HANDS & FEET (1 - 6 SESSIONS) PACKAGE OUP,,SKIN & LASER,10660,44860,"July 15, 2021",blood_test,PACKAGE
04550746,SKIN FIRM - HANDS (1 - 6 SESSIONS) PACKAGE OUP,,SKIN & LASER,8350,36310,"July 15, 2021",blood_test,PACKAGE
04550747,SKIN FIRM - NECK & DECOLLETAGE (1 - 6 SESSIONS) PACKAGE OUP,,SKIN & LASER,10660,44860,"July 15, 2021",blood_test,PACKAGE
04550748,SKIN FIRM - NECK (1 - 6 SESSIONS) PACKAGE OUP,,SKIN & LASER,8565,36310,"July 15, 2021",blood_test,PACKAGE
04550749,SNOW WHITE SKIN - 585 JET STARLIGHT (1-3 SESSIONS) PACKAGE OUP,,SKIN & LASER,34650,103430,"July 15, 2021",blood_test,PACKAGE
04550750,SNOW WHITE SKIN - JET POLALIGHT (1-3 SESSIONS) PACKAGE OUP,,SKIN & LASER,14180,42000,"July 15, 2021",blood_test,PACKAGE
04550751,SNOW WHITE SKIN - OXY JETLIGHT (1-3 SESSIONS) PACKAGE OUP,,SKIN & LASER,13650,40430,"July 15, 2021",blood_test,PACKAGE
04550752,TATTS CLEAR (3 SESSIONS) PACKAGE OUP,,SKIN & LASER,28350,76650,"July 15, 2021",blood_test,PACKAGE
04550753,ULTRA LIFT EYES PACKAGE OUP,,SKIN & LASER,42372,85802,"July 15, 2021",blood_test,PACKAGE
04550754,VEIN FREE - 585 LIGHT (1-3 SESSIONS) PACKAGE OUP,,SKIN & LASER,11550,34130,"July 15, 2021",blood_test,PACKAGE
04550755,VEIN FREE - BEAMLIGHT (1-3 SESSION) PACKAGE OUP,,SKIN & LASER,13650,40430,"July 15, 2021",blood_test,PACKAGE
04550756,VEIN FREE - CUTELIGHT (1-3 SESSION) PACKAGE OUP,,SKIN & LASER,15750,47250,"July 15, 2021",blood_test,PACKAGE
04550757,YOUTHFUL GLOW - 585 OXYLIGHT (1-3 SESSION) PACKAGE OUP,,SKIN & LASER,15230,46200,"July 15, 2021",blood_test,PACKAGE
04550758,YOUTHFUL GLOW - OXYLIGHT (1-3 SESSION) PACKAGE OUP,,SKIN & LASER,9140,27300,"July 15, 2021",blood_test,PACKAGE
04550759,YOUTHFUL GLOW - STAR 585 OXYLIGHT (1-3 SESSION) PACKAGE OUP,,SKIN & LASER,31500,93980,"July 15, 2021",blood_test,PACKAGE
04340019,URODYNAMICS STUDIES PACKAGE,,UROGYNECOLOGY,21740,27200,"March 03, 2026",blood_test,PACKAGE
04520048,ABDOMINAL ANEURYSM SCREENING PACKAGE,,VASCULAR AND LYMPHEDEMA CENTER,12080,15100,"March 04, 2026",blood_test,PACKAGE
04520001,ABDOMINAL AORTA DUPLEX SCAN/ULTRASOUND VLC,,VASCULAR AND LYMPHEDEMA CENTER,9550,12000,"March 04, 2026",radiologic,ULTRASOUND
04520007,ARTERIAL ULTRASOUND OF THE FOOT / HAND - VLC,,VASCULAR AND LYMPHEDEMA CENTER,4020,6700,"March 04, 2026",radiologic,ULTRASOUND
04520049,ATHEROSCLEROSIS SCREENING PACKAGE,,VASCULAR AND LYMPHEDEMA CENTER,19640,24600,"March 04, 2026",blood_test,PACKAGE
04520011,CAROTID ARTERY DUPLEX SCAN/ULTRASOUND (CDS) VLC,,VASCULAR AND LYMPHEDEMA CENTER,7880,9900,"March 04, 2026",radiologic,ULTRASOUND
04520013,DOPPLER - VLC,,VASCULAR AND LYMPHEDEMA CENTER,2260,3450,"March 04, 2026",radiologic,DOPPLER
