mmc_code,name,generic_name,mmc_type,price_low,price_high,as_of,search_category,matched_terms
04360763,APOLIPOPROTEIN B,,LAB-CHEMISTRY,3200,4000,"March 10, 2026",blood_test,LIPOPROTEIN
04360190,BUN OTHER BODY FLUIDS,,LAB-CHEMISTRY,590,1100,"March 10, 2026",blood_test,BUN
04360191,BUN SERUM,,LAB-CHEMISTRY,655,1300,"March 10, 2026",blood_test,BUN
04360192,BUN URINE 24HRS,,LAB-CHEMISTRY,1180,2600,"March 10, 2026",blood_test,BUN
04360193,BUN URINE RANDOM,,LAB-CHEMISTRY,1120,2500,"March 10, 2026",blood_test,BUN
04360203,CALCIUM IONIZED,,LAB-CHEMISTRY,2630,5300,"March 10, 2026",blood_test,CALCIUM
04360204,CALCIUM SERUM,,LAB-CHEMISTRY,865,1800,"March 10, 2026",blood_test,CALCIUM
04360205,CALCIUM URINE 24HRS,,LAB-CHEMISTRY,1050,2400,"March 10, 2026",blood_test,CALCIUM
04360206,CALCIUM URINE RANDOM,,LAB-CHEMISTRY,1050,2400,"March 10, 2026",blood_test,CALCIUM
04360211,CARDIO PANEL,,LAB-CHEMISTRY,7050,9900,"March 10, 2026",blood_test,PANEL
04360222,CHLORIDE OTHER BODY FLUIDS,,LAB-CHEMISTRY,800,1400,"March 10, 2026",blood_test,CHLORIDE
04360223,CHLORIDE SERUM,,LAB-CHEMISTRY,830,1750,"March 10, 2026",blood_test,CHLORIDE
04360224,CHLORIDE URINE 24HRS,,LAB-CHEMISTRY,875,1800,"March 10, 2026",blood_test,CHLORIDE
04360225,CHLORIDE URINE RANDOM,,LAB-CHEMISTRY,875,1800,"March 10, 2026",blood_test,CHLORIDE
04360226,CHOLESTEROL OTHER BODY FLUIDS,,LAB-CHEMISTRY,710,1300,"March 10, 2026",blood_test,CHOLESTEROL
04360227,CHOLESTEROL TOTAL SERUM,,LAB-CHEMISTRY,710,1300,"March 10, 2026",blood_test,CHOLESTEROL
04360405,COVID -19 PANEL,,LAB-CHEMISTRY,24100,33000,"March 10, 2026",blood_test,PANEL
04360236,CREATININE CLEARANCE,,LAB-CHEMISTRY,2130,4000,"March 10, 2026",blood_test,CREATININE
04360237,CREATININE KINASE MM,,LAB-CHEMISTRY,4700,9200,"March 10, 2026",blood_test,CREATININE
04360238,CREATININE OTHER BODY FLUIDS,,LAB-CHEMISTRY,740,1400,"March 10, 2026",blood_test,CREATININE
04360239,CREATININE SERUM,,LAB-CHEMISTRY,740,1400,"March 10, 2026",blood_test,CREATININE
04360240,CREATININE URINE 24HRS,,LAB-CHEMISTRY,1140,2500,"March 10, 2026",blood_test,CREATININE
04360241,CREATININE URINE RANDOM,,LAB-CHEMISTRY,1140,2500,"March 10, 2026",blood_test,CREATININE
04360248,DIRECT BILIRUBIN,,LAB-CHEMISTRY,820,1750,"March 10, 2026",blood_test,BILIRUBIN
04360251,ELECSYS FERRITIN,,LAB-CHEMISTRY,2850,5600,"March 10, 2026",blood_test,FERRITIN
04360252,ELECTROLYTE PANEL,,LAB-CHEMISTRY,2230,2800,"March 10, 2026",blood_test,ELECTROLYTE;PANEL
04360253,ENDO DM / THYROID PANEL,,LAB-CHEMISTRY,2710,10400,"March 10, 2026",blood_test,THYROID;PANEL
04360256,FERTILITY PANEL,,LAB-CHEMISTRY,12000,15000,"March 10, 2026",blood_test,PANEL
04360260,FT3 & FT4,,LAB-CHEMISTRY,2850,3600,"March 10, 2026",blood_test,FT3;FT4
04360261,FT3 CHEMI,,LAB-CHEMISTRY,2010,3900,"March 10, 2026",blood_test,FT3
04360262,FT4 CHEMI,,LAB-CHEMISTRY,2010,3900,"March 10, 2026",blood_test,FT4
04360263,GASTRO PANEL 1,,LAB-CHEMISTRY,7650,9600,"March 10, 2026",blood_test,PANEL
04360266,GLUCOSE (FBS/FPG),,LAB-CHEMISTRY,630,1200,"March 10, 2026",blood_test,GLUCOSE;FBS
04360267,GLUCOSE 2HRS PPBS,,LAB-CHEMISTRY,1390,2800,"March 10, 2026",blood_test,GLUCOSE
04360268,GLUCOSE CHALLENGE TEST (50 GRAMS) (OGCT),,LAB-CHEMISTRY,675,2800,"March 10, 2026",blood_test,GLUCOSE
04360269,GLUCOSE CSF,,LAB-CHEMISTRY,710,1300,"March 10, 2026",blood_test,GLUCOSE
04360270,GLUCOSE OTHER BODY FLUIDS,,LAB-CHEMISTRY,630,1200,"March 10, 2026",blood_test,GLUCOSE
04360271,GLUCOSE RANDOM (RBS) (RANDOM BLOOD SUGAR),,LAB-CHEMISTRY,380,900,"March 10, 2026",blood_test,GLUCOSE
04360272,GLUCOSE TOLERANCE 2 SAMPLES 75 GRAMS (OGTT),,LAB-CHEMISTRY,1280,2700,"March 10, 2026",blood_test,GLUCOSE;OGTT
04360273,GLUCOSE TOLERANCE 3 SAMPLES 100 GRAMS (OGTT),,LAB-CHEMISTRY,1460,3000,"March 10, 2026",blood_test,GLUCOSE;OGTT
04360274,GLUCOSE TOLERANCE 3 SAMPLES 75 GRAMS (OGTT),,LAB-CHEMISTRY,2010,3900,"March 10, 2026",blood_test,GLUCOSE;OGTT
04360275,GLUCOSE TOLERANCE 4 SAMPLES 100 GRAMS (OGTT),,LAB-CHEMISTRY,2000,3900,"March 10, 2026",blood_test,GLUCOSE;OGTT
04360276,GLUCOSE TOLERANCE 4 SAMPLES 75 GRAMS (OGTT),,LAB-CHEMISTRY,2000,3900,"March 10, 2026",blood_test,GLUCOSE;OGTT
04360277,GLUCOSE TOLERANCE 5 SAMPLES 75 GRAMS (OGTT),,LAB-CHEMISTRY,2010,3900,"March 10, 2026",blood_test,GLUCOSE;OGTT
04360279,HBE AG (HEPATITIS BE ANTIGEN),,LAB-CHEMISTRY,1410,2900,"March 10, 2026",blood_test,HEPATITIS
04360281,HDL,,LAB-CHEMISTRY,1030,2400,"March 10, 2026",blood_test,HDL
04360282,HEPATITIS PROFILE 1,,LAB-CHEMISTRY,5100,9700,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360283,HEPATITIS PROFILE 10,,LAB-CHEMISTRY,4800,9300,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360284,HEPATITIS PROFILE 11,,LAB-CHEMISTRY,1630,3400,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360285,HEPATITIS PROFILE 12,,LAB-CHEMISTRY,6000,10800,"March 10, 2026",blood_test,HEPATITIS;PROFILE
043603914,HEPATITIS PROFILE 13,,LAB-CHEMISTRY,4650,9200,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360287,HEPATITIS PROFILE 14,,LAB-CHEMISTRY,5150,9800,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360288,HEPATITIS PROFILE 2,,LAB-CHEMISTRY,4950,9500,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360289,HEPATITIS PROFILE 3,,LAB-CHEMISTRY,4450,8900,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360290,HEPATITIS PROFILE 4,,LAB-CHEMISTRY,4550,9000,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360291,HEPATITIS PROFILE 5,,LAB-CHEMISTRY,3360,6200,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360292,HEPATITIS PROFILE 6,,LAB-CHEMISTRY,8600,16100,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360293,HEPATITIS PROFILE 7,,LAB-CHEMISTRY,11000,19100,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360294,HEPATITIS PROFILE 8,,LAB-CHEMISTRY,10000,17800,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360295,HEPATITIS PROFILE 9,,LAB-CHEMISTRY,12900,21400,"March 10, 2026",blood_test,HEPATITIS;PROFILE
04360278,HbA1C,,LAB-CHEMISTRY,2170,4100,"March 10, 2026",blood_test,HBA1C
04360306,IRON,,LAB-CHEMISTRY,1260,2700,"March 10, 2026",blood_test,IRON
04360311,LDL,,LAB-CHEMISTRY,1520,3000,"March 10, 2026",blood_test,LDL
04360315,LIPID PROFILE (HDL & LDL) SERUM,,LAB-CHEMISTRY,2400,4400,"March 10, 2026",blood_test,HDL;LDL;LIPID;PROFILE
04360316,LIPID PROFILE (HDL LDL CHOL TRIG) SERUM,,LAB-CHEMISTRY,4450,8700,"March 10, 2026",blood_test,HDL;LDL;LIPID;PROFILE
04360317,LIPID PROFILE (HDL LDL TRIG) SERUM,,LAB-CHEMISTRY,3750,6700,"March 10, 2026",blood_test,HDL;LDL;LIPID;PROFILE
04360761,LIPOPROTEIN A SERUM,,LAB-CHEMISTRY,12500,15700,"March 10, 2026",blood_test,LIPOPROTEIN
04360764,LIPOPROTEIN PACKAGE,,LAB-CHEMISTRY,8300,10400,"March 10, 2026",blood_test,LIPOPROTEIN;PACKAGE
04360765,LIPOPROTEIN PACKAGE + LIPID PROFILE,,LAB-CHEMISTRY,8500,10700,"March 10, 2026",blood_test,LIPID;LIPOPROTEIN;PROFILE;PACKAGE
04360408,LIVER PANEL PACKAGE,,LAB-CHEMISTRY,19470,70300,"March 10, 2026",blood_test,PANEL;PACKAGE
04360322,MAGNESIUM OTHER BODY FLUIDS,,LAB-CHEMISTRY,830,1750,"March 10, 2026",blood_test,MAGNESIUM
04360323,MAGNESIUM SERUM,,LAB-CHEMISTRY,1070,2450,"March 10, 2026",blood_test,MAGNESIUM
04360324,MAGNESIUM URINE 24HRS URINE,,LAB-CHEMISTRY,1140,2500,"March 10, 2026",blood_test,MAGNESIUM
04360325,MAGNESIUM URINE RANDOM,,LAB-CHEMISTRY,1100,2500,"March 10, 2026",blood_test,MAGNESIUM
04360326,METAMPETHAMINE QUALI OUP,,LAB-CHEMISTRY,326,800,"March 10, 2026",radiologic,PET
04360328,MICRO ALBUMIN CREATININE RATIO,,LAB-CHEMISTRY,1950,3800,"March 10, 2026",blood_test,CREATININE;ALBUMIN
04360704,PANEL DRUG TEST PACKAGE,,LAB-CHEMISTRY,3000,4800,"March 13, 2026",blood_test,PANEL;PACKAGE
04360338,PEDIA PANEL,,LAB-CHEMISTRY,5600,7000,"March 10, 2026",blood_test,PANEL
04360407,POST COVID-19 RECOVERY BUNDLE,,LAB-CHEMISTRY,31900,53800,"March 10, 2026",blood_test,BUN
04360345,POTASSIUM OTHER BODY FLUID,,LAB-CHEMISTRY,1010,2400,"March 10, 2026",blood_test,POTASSIUM
04360346,POTASSIUM SERUM,,LAB-CHEMISTRY,980,1950,"March 10, 2026",blood_test,POTASSIUM
04360347,POTASSIUM URINE 24HRS,,LAB-CHEMISTRY,1340,2800,"March 10, 2026",blood_test,POTASSIUM
04360348,POTASSIUM URINE RANDOM,,LAB-CHEMISTRY,1340,2800,"March 10, 2026",blood_test,POTASSIUM
04360759,PRE ECLAMPSIA PACKAGE (PIGF/SFLT-1),,LAB-CHEMISTRY,19900,24900,"March 10, 2026",blood_test,PACKAGE
04360351,PROCALCITONIN,,LAB-CHEMISTRY,4160,8500,"March 10, 2026",blood_test,PROCALCITONIN
04360356,PSA FREE SERUM,,LAB-CHEMISTRY,5250,9900,"March 10, 2026",blood_test,PSA
04360360,SGOT AST,,LAB-CHEMISTRY,1020,2400,"March 10, 2026",blood_test,SGOT
04360361,SGPT ALT,,LAB-CHEMISTRY,1020,2400,"March 10, 2026",blood_test,SGPT
04360363,SODIUM SERUM,,LAB-CHEMISTRY,980,1950,"March 10, 2026",blood_test,SODIUM
04360364,SODIUM URINE 24HRS,,LAB-CHEMISTRY,1610,3400,"March 10, 2026",blood_test,SODIUM
04360365,SODIUM URINE RANDOM,,LAB-CHEMISTRY,1700,3500,"March 10, 2026",blood_test,SODIUM
04360371,THYROID PROFILE 1,,LAB-CHEMISTRY,4450,8900,"March 10, 2026",blood_test,THYROID;PROFILE
04360372,THYROID PROFILE 2,,LAB-CHEMISTRY,6650,13000,"March 10, 2026",blood_test,THYROID;PROFILE
04360373,THYROID PROFILE 3,,LAB-CHEMISTRY,6650,13000,"March 10, 2026",blood_test,THYROID;PROFILE
04360374,THYROID PROFILE 4,,LAB-CHEMISTRY,12100,20400,"March 10, 2026",blood_test,THYROID;PROFILE
04360375,TOTAL BILIRUBIN,,LAB-CHEMISTRY,890,1850,"March 10, 2026",blood_test,BILIRUBIN
04360377,TOTAL IRON BINDING CAPACITY,,LAB-CHEMISTRY,3250,6100,"March 10, 2026",blood_test,IRON
04360379,TOTAL PROTEIN A G RATIO SERUM,,LAB-CHEMISTRY,890,1850,"March 10, 2026",blood_test,TOTAL PROTEIN
04360380,TOTAL PROTEIN CSF,,LAB-CHEMISTRY,710,1300,"March 10, 2026",blood_test,TOTAL PROTEIN
04360381,TOTAL PROTEIN OTHER BODY FLUIDS,,LAB-CHEMISTRY,890,1850,"March 10, 2026",blood_test,TOTAL PROTEIN
04360382,TOTAL PROTEIN SERUM,,LAB-CHEMISTRY,630,1200,"March 10, 2026",blood_test,TOTAL PROTEIN
04360383,TOTAL PROTEIN URINE,,LAB-CHEMISTRY,1050,2400,"March 10, 2026",blood_test,TOTAL PROTEIN
04360389,TRIGLYCERIDES SERUM,,LAB-CHEMISTRY,1260,2700,"March 10, 2026",blood_test,TRIGLYCERIDE
04360393,TRUTOL SOLUTION (DEXTROSE OR GLUCOSE),,LAB-CHEMISTRY,655,1300,"March 10, 2026",blood_test,GLUCOSE
04360394,TSH CHEMI,,LAB-CHEMISTRY,1530,3200,"March 10, 2026",blood_test,TSH
04360395,URIC ACID OTHER BODY FLUIDS,,LAB-CHEMISTRY,550,1100,"March 10, 2026",blood_test,URIC ACID
04360396,URIC ACID SERUM,,LAB-CHEMISTRY,665,1300,"March 10, 2026",blood_test,URIC ACID
04360397,URIC ACID URINE 24HRS,,LAB-CHEMISTRY,1180,2600,"March 10, 2026",blood_test,URIC ACID
04360398,URIC ACID URINE RANDOM,,LAB-CHEMISTRY,1120,2500,"March 10, 2026",blood_test,URIC ACID
04360403,VITAMIN D (VIT D3-25-OH),,LAB-CHEMISTRY,3120,5900,"March 10, 2026",blood_test,VITAMIN D
04360587,ENTEROBIUS VERMICULARIS IDENTIFICATION SCOTCH TAPE METHOD,,LAB-CLINICAL MICROSCOPY,420,950,"March 10, 2026",facility,ICU
04360588,H. PYLORI ANTIGEN STOOL,,LAB-CLINICAL MICROSCOPY,2630,3300,"March 10, 2026",blood_test,STOOL
04360589,HEMOGLOBIN URINE,,LAB-CLINICAL MICROSCOPY,685,1300,"March 10, 2026",blood_test,HEMOGLOBIN
04360591,OCCULT BLOOD,,LAB-CLINICAL MICROSCOPY,890,1850,"March 10, 2026",blood_test,OCCULT BLOOD
04360592,PH STOOL,,LAB-CLINICAL MICROSCOPY,445,950,"March 10, 2026",blood_test,STOOL
04360593,PREGNANCY TEST,,LAB-CLINICAL MICROSCOPY,1010,2400,"March 10, 2026",blood_test,PREGNANCY TEST
04360598,STOOL ROUTINE,,LAB-CLINICAL MICROSCOPY,390,900,"March 10, 2026",blood_test,STOOL
04360599,SUDAN (STOOL FOR FATS),,LAB-CLINICAL MICROSCOPY,431,950,"March 10, 2026",blood_test,STOOL
04360600,URIC ACID CRYSTAL (BODY FLUID),,LAB-CLINICAL MICROSCOPY,625,1200,"March 10, 2026",blood_test,URIC ACID
04360601,URINALYSIS ROUTINE,,LAB-CLINICAL MICROSCOPY,495,1000,"March 10, 2026",blood_test,URINALYSIS
043605036,ER ALBUMIN OTHER BODY FLUIDS,,LAB-ER,950,1200,"March 10, 2026",blood_test,ALBUMIN
043605035,ER ALBUMIN SERUM,,LAB-ER,930,1200,"March 10, 2026",blood_test,ALBUMIN
043605037,ER ALKALINE PHOSPHATASE SERUM,,LAB-ER,975,1300,"March 10, 2026",blood_test,ALKALINE PHOSPHATASE
043605041,ER ANTI HAV IGG (CMIA) HEPATITIS A,,LAB-ER,2365,3000,"March 10, 2026",blood_test,HEPATITIS
043605040,ER ANTI HAV IGM CHEMI HEPATITIS A,,LAB-ER,3150,4000,"March 10, 2026",blood_test,HEPATITIS
043605097,ER CALCIUM SERUM,,LAB-ER,1395,1800,"March 10, 2026",blood_test,CALCIUM
04360410,ER CBC (COMPLETE BLOOD COUNT),,LAB-ER,950,1250,"March 10, 2026",blood_test,CBC;COMPLETE BLOOD
043605033,ER CHLORIDE,,LAB-ER,1360,1750,"March 10, 2026",blood_test,CHLORIDE
043605052,ER CHOLESTEROL OTHER BODY FLUIDS,,LAB-ER,1030,1300,"March 10, 2026",blood_test,CHOLESTEROL
043605055,ER CLOTTING TIME,,LAB-ER,780,1050,"March 10, 2026",blood_test,CLOTTING
4360692,ER CREATININE (SINGLE ANALYTE),,LAB-ER,2000,2500,"March 10, 2026",blood_test,CREATININE
04360412,ER CREATININE OTHER BODY FLUIDS,,LAB-ER,1060,1400,"March 10, 2026",blood_test,CREATININE
04360414,ER DENGUE DUO IGG/IGM,,LAB-ER,3690,4700,"March 10, 2026",blood_test,DENGUE
04360415,ER DENGUE NS 1,,LAB-ER,4830,6100,"March 10, 2026",blood_test,DENGUE
043605102,ER DIRECT BILIRUBIN,,LAB-ER,1350,1750,"March 10, 2026",blood_test,BILIRUBIN
043605070,ER ESR,,LAB-ER,950,1200,"March 10, 2026",blood_test,ESR
043605074,ER FT3 CHEMI,,LAB-ER,3065,3900,"March 10, 2026",blood_test,FT3
043605075,ER FT4 CHEMI,,LAB-ER,3065,3900,"March 10, 2026",blood_test,FT4
043605071,ER GLUCOSE (FBS/FPG),,LAB-ER,950,1200,"March 10, 2026",blood_test,GLUCOSE;FBS
04360418,ER GLUCOSE CAPILLARY (CBG) RANDOM,,LAB-ER,670,950,"March 10, 2026",blood_test,GLUCOSE
043605110,ER GLUCOSE RANDOM (RBS) (RANDOM BLOOD SUGAR),,LAB-ER,645,900,"March 10, 2026",blood_test,GLUCOSE
043605077,ER HEPATITIS PROFILE,,LAB-ER,12815,16100,"March 10, 2026",blood_test,HEPATITIS;PROFILE
043605082,ER HEPATITIS PROFILE,,LAB-ER,1855,2400,"March 10, 2026",blood_test,HEPATITIS;PROFILE
043605034,ER IONIZED CALCIUM,,LAB-ER,4210,5300,"March 10, 2026",blood_test,CALCIUM
043605087,ER MAGNESIUM SERUM,,LAB-ER,1915,2400,"March 10, 2026",blood_test,MAGNESIUM
043605072,ER OCCULT BLOOD,,LAB-ER,1420,1850,"March 10, 2026",blood_test,OCCULT BLOOD
04360421,ER POCT PACKAGE (ECPKMB ERTROP EDIMER EPBNP),,LAB-ER,13850,16620,"October 20, 2023",blood_test,PACKAGE
043605078,ER POTASSIUM OTHER BODY FLUID,,LAB-ER,1855,2400,"March 10, 2026",blood_test,POTASSIUM
04360422,ER POTASSIUM SERUM,,LAB-ER,1510,1950,"March 10, 2026",blood_test,POTASSIUM
04360423,ER PREGNANCY TEST,,LAB-ER,875,1150,"March 10, 2026",blood_test,PREGNANCY TEST
043605090,ER PROCALCITONIN,,LAB-ER,6795,8500,"March 10, 2026",blood_test,PROCALCITONIN
043605091,ER PROTHROMBIN TIME PROTIME CS,,LAB-ER,1420,1850,"March 10, 2026",blood_test,PROTHROMBIN
043605094,ER RETICULOCYTE COUNT,,LAB-ER,1040,1300,"March 10, 2026",blood_test,RETICULOCYTE;ICU
043605095,ER SGOT AST,,LAB-ER,1865,2400,"March 10, 2026",blood_test,SGOT
043605096,ER SGPT ALT,,LAB-ER,1865,2400,"March 10, 2026",blood_test,SGPT
04360425,ER SODIUM SERUM,,LAB-ER,1510,1950,"March 10, 2026",blood_test,SODIUM
043605073,ER STOOL ROUTINE,,LAB-ER,655,900,"March 10, 2026",blood_test,STOOL
043605101,ER TOTAL BILIRUBIN,,LAB-ER,1420,1850,"March 10, 2026",blood_test,BILIRUBIN
043605103,ER TOTAL PROTEIN,,LAB-ER,950,1850,"March 10, 2026",blood_test,TOTAL PROTEIN
043605106,ER TSH CHEMI,,LAB-ER,2450,3100,"March 10, 2026",blood_test,TSH
043605107,ER URIC ACID SERUM,,LAB-ER,985,1300,"March 10, 2026",blood_test,URIC ACID
043605108,ER URINALYSIS ROUTINE,,LAB-ER,760,1000,"March 10, 2026",blood_test,URINALYSIS
04360429,CBC (COMPLETE BLOOD COUNT),,LAB-HEMATOLOGY,630,1200,"March 10, 2026",blood_test,CBC;COMPLETE BLOOD
04360431,CLOTTING TIME,,LAB-HEMATOLOGY,515,1050,"March 10, 2026",blood_test,CLOTTING
04360433,DENGUE PANEL,,LAB-HEMATOLOGY,3400,6800,"March 10, 2026",blood_test,DENGUE;PANEL
04360434,ELLAGIC ACID CLOTTING TIME,,LAB-HEMATOLOGY,6700,8400,"March 10, 2026",blood_test,CLOTTING
04360435,ESR,,LAB-HEMATOLOGY,630,1200,"March 10, 2026",blood_test,ESR
04360443,HEMA COAG PANEL,,LAB-HEMATOLOGY,2600,3300,"March 10, 2026",blood_test,PANEL
04360446,IMMATURE PLATELET FRACTION,,LAB-HEMATOLOGY,950,1900,"March 10, 2026",blood_test,PLATELET
04360464,NEONATAL PANEL PACKAGE,,LAB-HEMATOLOGY,1230,4600,"March 10, 2026",blood_test,PANEL;PACKAGE
04360460,PROTHROMBIN TIME PROTIME CS,,LAB-HEMATOLOGY,890,1850,"March 10, 2026",blood_test,PROTHROMBIN
04360462,RETICULOCYTE COUNT,,LAB-HEMATOLOGY,720,1350,"March 10, 2026",blood_test,RETICULOCYTE;ICU
043607148,SILICA CLOTTING TIME,,LAB-HEMATOLOGY,2500,3200,"March 10, 2026",blood_test,CLOTTING
04360466,ALLERGENS ADDTL TEST AFTER PANEL 10 & 20,,LAB-IMMUNO & SERO,1360,2800,"March 10, 2026",blood_test,PANEL
04360467,ALLERGENS PANEL 10,,LAB-IMMUNO & SERO,15150,24300,"March 10, 2026",blood_test,PANEL
04360468,ALLERGENS PANEL 20,,LAB-IMMUNO & SERO,24700,36200,"March 10, 2026",blood_test,PANEL
043608408,ALLERGY PANEL 2PH (INHALANT PANEL),,LAB-IMMUNO & SERO,11100,13900,"March 10, 2026",blood_test,PANEL
043608409,ALLERGY PANEL 3PH (FOOD PANEL),,LAB-IMMUNO & SERO,11100,13900,"March 10, 2026",blood_test,PANEL
04360473,ANA ANTI NUCLEAR ANTIBODY,,LAB-IMMUNO & SERO,2170,4200,"March 10, 2026",radiologic,NUCLEAR
04360474,ANA PROFILE (LUPUS PANEL),,LAB-IMMUNO & SERO,11400,19600,"March 10, 2026",blood_test,PROFILE;PANEL
04360513,DENGUE DUO IGG/IGM,,LAB-IMMUNO & SERO,2250,4100,"March 10, 2026",blood_test,DENGUE
04360514,DENGUE NS 1,,LAB-IMMUNO & SERO,3250,6100,"March 10, 2026",blood_test,DENGUE
04360529,HEMOGLOBIN ELECTROPHORESIS,,LAB-IMMUNO & SERO,5400,10100,"March 10, 2026",blood_test,HEMOGLOBIN
04360571,TYPHIDOT DUO (IGG & IGM) (LONG METHOD) - STAT,,LAB-IMMUNO & SERO,3605,4600,"March 10, 2026",blood_test,TYPHIDOT
04360572,TYPHOID PANEL,,LAB-IMMUNO & SERO,2270,2900,"March 10, 2026",blood_test,PANEL
04360695,BACTERIAL CULTURE AND SUSCEPTIBILITY,,LAB-MICROBIOLOGY,10900,13700,"March 10, 2026",blood_test,CULTURE
04360606,BACTERIAL CULTURE PANEL,,LAB-MICROBIOLOGY,37300,46700,"March 10, 2026",blood_test,CULTURE;PANEL
04360614,CS STOOL + ECOLI,,LAB-MICROBIOLOGY,3710,4700,"March 10, 2026",blood_test,STOOL
04360615,CS URINE (URINE CULTURE),,LAB-MICROBIOLOGY,4850,6100,"March 10, 2026",blood_test,CULTURE
04360619,GASTRO PANEL 2,,LAB-MICROBIOLOGY,3600,4500,"March 10, 2026",blood_test,PANEL
04360623,MILK CULTURE,,LAB-MICROBIOLOGY,1110,1400,"March 10, 2026",blood_test,CULTURE
04361188,MYCOBACTERIAL CULTURE,,LAB-MICROBIOLOGY,8150,10200,"March 10, 2026",blood_test,CULTURE
4360698,POEA-KR II PACKAGE,,LAB-MICROBIOLOGY,1900,2400,"March 10, 2026",blood_test,PACKAGE
4360699,POEA-KR PACKAGE,,LAB-MICROBIOLOGY,2800,3500,"March 10, 2026",blood_test,PACKAGE
04360629,STERILE BODY FLUID PANEL,,LAB-MICROBIOLOGY,23000,28800,"March 10, 2026",blood_test,PANEL
04360630,TB CULTURE SENSITIVITY,,LAB-MICROBIOLOGY,3820,4800,"March 10, 2026",blood_test,CULTURE
04360631,UROGENITAL CULTURE PANEL,,LAB-MICROBIOLOGY,15700,19700,"March 10, 2026",blood_test,CULTURE;PANEL
04360632,WATER CULTURE OUP,,LAB-MICROBIOLOGY,1110,1400,"March 10, 2026",blood_test,CULTURE
04360672,BLOOD CULTURE IDENTIFICATION PANEL,,LAB-MOLECULAR,29000,36300,"March 10, 2026",blood_test,CULTURE;PANEL
04360690,CRC - RESPIRATORY PANEL,,LAB-MOLECULAR,10300,12900,"March 10, 2026",blood_test,PANEL
04360643,DENGUE RNA PCR (SCREENING),,LAB-MOLECULAR,11000,13800,"March 10, 2026",blood_test,DENGUE
04360647,GASTROINTESTINAL PANEL,,LAB-MOLECULAR,32130,40200,"March 10, 2026",blood_test,PANEL
04360649,HBV DNA REAL TIME PCR-TAQMAN HEPATITIS B VIRUS,,LAB-MOLECULAR,10000,71700,"March 10, 2026",blood_test,HEPATITIS
04361288,HEPATITIS C VIRUS (HCV) DNA SINGLE-RUN,,LAB-MOLECULAR,12000,15000,"March 10, 2026",blood_test,HEPATITIS
04360660,MENINGITIS PANEL,,LAB-MOLECULAR,40400,50500,"March 10, 2026",blood_test,PANEL
04360644,OP COVID-19 PANEL,,LAB-MOLECULAR,25150,25150,"October 23, 2025",blood_test,PANEL
04360665,PNEUMONIA BUNDLE,,LAB-MOLECULAR,32600,40800,"March 10, 2026",blood_test,BUN
04360714,PNEUMONIA PANEL,,LAB-MOLECULAR,22100,27700,"March 10, 2026",blood_test,PANEL
04360666,RESPIRATORY PANEL,,LAB-MOLECULAR,11900,14900,"March 10, 2026",blood_test,PANEL
04361181,CP BUNDLE A - BASIC,,LAB-OUTPATIENT,6900,6900,"March 10, 2026",blood_test,BUN
04361182,CP BUNDLE B - BLEEDING,,LAB-OUTPATIENT,8700,8700,"March 10, 2026",blood_test,BUN
04361183,CP BUNDLE C - CARDIAC,,LAB-OUTPATIENT,16600,16600,"March 10, 2026",blood_test,BUN
04361184,CP BUNDLE D - DM,,LAB-OUTPATIENT,10400,10400,"March 10, 2026",blood_test,BUN
04360671,GLUCOSE CAPILLARY,,LAB-OUTPATIENT,350,700,"July 12, 2021",blood_test,GLUCOSE
04360679,CREATININE (POCT),,LAB-POCT,1050,1260,"July 12, 2021",blood_test,CREATININE
04360700,GLUCOSE CAPILLARY (CBG) RANDOM,,LAB-POCT,405,510,"March 10, 2026",blood_test,GLUCOSE
04360683,LABORATORY RAPID COVID CARE BUNDLE,,LAB-POCT,2200,2200,"March 10, 2026",blood_test,BUN
04360677,PANBIO COVID-19/FLU A&B RAPID PANEL,,LAB-POCT,1050,1400,"March 10, 2026",blood_test,PANEL
06000017,0.9% SODIUM CHLORIDE 1000ML (BB) FOR K.U,,MEDICAL SUPPLIES,115,115,"July 30, 2026",blood_test,SODIUM;CHLORIDE
06000024,96 WELL CELLCULTURE PLATE; FLAT 50S 3072,,MEDICAL SUPPLIES,174,174,"July 30, 2026",blood_test,CULTURE
06000025,96 WELL MULTIPLATE; LOW PROFILE 25S,,MEDICAL SUPPLIES,29794,29794,"July 30, 2026",blood_test,PROFILE
06000048,ADVISA DR MRI A3DR01(DEVICE PACKAGE),,MEDICAL SUPPLIES,454615,454615,"July 30, 2026",radiologic,MRI;PACKAGE
06000063,AMPLIA MRI QUAD CRTD,,MEDICAL SUPPLIES,1723480,1723490,"July 30, 2026",radiologic,MRI
